Sample	mapped_passed	duplicates_failed	secondary_passed	paired in sequencing_failed	duplicates_passed	read2_passed	read1_failed	read1_passed	with mate mapped to a different chr_passed	total_failed	properly paired_passed_pct	singletons_passed	supplementary_passed	singletons_passed_pct	mapped_failed_pct	mapped_passed_pct	supplementary_failed	with itself and mate mapped_failed	mapped_failed	total_passed	properly paired_failed	flagstat_total	with mate mapped to a different chr (mapQ >= 5)_passed	properly paired_failed_pct	with mate mapped to a different chr (mapQ >= 5)_failed	with itself and mate mapped_passed	read2_failed	with mate mapped to a different chr_failed	properly paired_passed	paired in sequencing_passed	singletons_failed	secondary_failed	singletons_failed_pct
TCGA-AB-2883.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.5af.1.Dupl_flagstats	164092658.0	9210084.0	44143945.0	25859906.0	63876819.0	66507509.0	12929953.0	66507509.0	0.0	31073185.0	86.81	4475649.0	0.0	3.36	58.69	92.62	0.0	9582470.0	18236299.0	177158963.0	9582470.0	208232148.0	0.0	37.06	0.0	115473064.0	12929953.0	0.0	115473064.0	133015018.0	3440550.0	5213279.0	13.3
TCGA-AB-2884.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.6ed.1.Dupl_flagstats	144891092.0	1994563.0	28478610.0	18982806.0	9845714.0	61352667.0	9491403.0	61352667.0	0.0	21990521.0	92.15	3343974.0	0.0	2.73	61.36	95.84	0.0	8163782.0	13494349.0	151183944.0	8163782.0	173174465.0	0.0	43.01	0.0	113068508.0	9491403.0	0.0	113068508.0	122705334.0	2322852.0	3007715.0	12.24
TCGA-AB-2885.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.1fa.Dupl_flagstats	121446748.0	1859715.0	22093946.0	23787888.0	6273321.0	52462209.0	11893944.0	52462209.0	0.0	26978766.0	92.11	2709774.0	0.0	2.58	51.79	95.61	0.0	8281068.0	13973403.0	127018364.0	8281068.0	153997130.0	0.0	34.81	0.0	96643028.0	11893944.0	0.0	96643028.0	104924418.0	2501457.0	3190878.0	10.52
TCGA-AB-2886.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.212.Dupl_flagstats	152172150.0	2611176.0	32338404.0	24829568.0	11570820.0	63309295.0	12414784.0	63309295.0	0.0	28858309.0	92.47	2743894.0	0.0	2.17	57.07	95.73	0.0	9720798.0	16468902.0	158956994.0	9720798.0	187815303.0	0.0	39.15	0.0	117089852.0	12414784.0	0.0	117089852.0	126618590.0	2719363.0	4028741.0	10.95
TCGA-AB-2888.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.9e3.Dupl_flagstats	145437486.0	5269136.0	24817655.0	36506870.0	18844620.0	62956034.0	18253435.0	62956034.0	0.0	40741618.0	93.85	2452529.0	0.0	1.95	51.09	96.49	0.0	13015852.0	20812951.0	150729723.0	13015852.0	191471341.0	0.0	35.65	0.0	118167302.0	18253435.0	0.0	118167302.0	125912068.0	3562351.0	4234748.0	9.76
TCGA-AB-2889.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.155.Dupl_flagstats	143032700.0	2671133.0	32399661.0	21555348.0	14570519.0	59572391.0	10777674.0	59572391.0	0.0	25271283.0	90.37	2957127.0	0.0	2.48	56.82	94.38	0.0	8202486.0	14359915.0	151544443.0	8202486.0	176815726.0	0.0	38.05	0.0	107675912.0	10777674.0	0.0	107675912.0	119144782.0	2441494.0	3715935.0	11.33
TCGA-AB-2890.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.baf.1.Dupl_flagstats	129271502.0	2715553.0	23252100.0	29653078.0	8654492.0	56070124.0	14826539.0	56070124.0	0.0	33793621.0	91.65	3237414.0	0.0	2.89	54.36	95.48	0.0	10914770.0	18371713.0	135392348.0	10914770.0	169185969.0	0.0	36.81	0.0	102781988.0	14826539.0	0.0	102781988.0	112140248.0	3316400.0	4140543.0	11.18
TCGA-AB-2891.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.cfa.1.Dupl_flagstats	119383528.0	2349017.0	24301872.0	23992592.0	8663873.0	51341043.0	11996296.0	51341043.0	0.0	27583861.0	89.86	2809740.0	0.0	2.74	53.26	94.01	0.0	8573396.0	14692202.0	126983958.0	8573396.0	154567819.0	0.0	35.73	0.0	92271916.0	11996296.0	0.0	92271916.0	102682086.0	2527537.0	3591269.0	10.53
TCGA-AB-2892.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.722.Dupl_flagstats	152368575.0	10188332.0	33328881.0	36428946.0	48365075.0	64408145.0	18214473.0	64408145.0	0.0	42793166.0	89.19	4153770.0	0.0	3.22	54.8	93.97	0.0	12687252.0	23449166.0	162145171.0	12687252.0	204938337.0	0.0	34.83	0.0	114885924.0	18214473.0	0.0	114885924.0	128816290.0	4397694.0	6364220.0	12.07
TCGA-AB-2893.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.0ed.Dupl_flagstats	156300434.0	11084279.0	34062550.0	34564996.0	49305643.0	67961459.0	17282498.0	67961459.0	0.0	40535099.0	86.92	4089940.0	0.0	3.01	59.7	91.95	0.0	13918704.0	24197700.0	169985468.0	13918704.0	210520567.0	0.0	40.27	0.0	118147944.0	17282498.0	0.0	118147944.0	135922918.0	4308893.0	5970103.0	12.47
TCGA-AB-2894.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.828.1.Dupl_flagstats	164662196.0	9000990.0	33024269.0	37096250.0	35541495.0	69407444.0	18548125.0	69407444.0	0.0	43190782.0	92.48	3259027.0	0.0	2.35	60.71	95.82	0.0	15653724.0	26220100.0	171839157.0	15653724.0	215029939.0	0.0	42.2	0.0	128378900.0	18548125.0	0.0	128378900.0	138814888.0	4471844.0	6094532.0	12.05
TCGA-AB-2895.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.8cc.Dupl_flagstats	126856792.0	1626494.0	27031793.0	20402188.0	6514146.0	54485805.0	10201094.0	54485805.0	0.0	23466267.0	89.03	2806317.0	0.0	2.58	53.33	93.27	0.0	7146708.0	12514423.0	136003403.0	7146708.0	159469670.0	0.0	35.03	0.0	97018682.0	10201094.0	0.0	97018682.0	108971610.0	2303636.0	3064079.0	11.29
TCGA-AB-2896.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.bc3.Dupl_flagstats	117714136.0	1688188.0	24040498.0	15358964.0	14948937.0	48287949.0	7679482.0	48287949.0	0.0	16990690.0	95.1	1825898.0	0.0	1.89	40.73	97.59	0.0	4172340.0	6920434.0	120616396.0	4172340.0	137607086.0	0.0	27.17	0.0	91847740.0	7679482.0	0.0	91847740.0	96575898.0	1116368.0	1631726.0	7.27
TCGA-AB-2897.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.2c2.Dupl_flagstats	148484470.0	2949952.0	32974966.0	25829036.0	14077843.0	62659232.0	12914518.0	62659232.0	0.0	30282131.0	89.8	2979054.0	0.0	2.38	56.28	93.8	0.0	9629390.0	17043367.0	158293430.0	9629390.0	188575561.0	0.0	37.28	0.0	112530450.0	12914518.0	0.0	112530450.0	125318464.0	2960882.0	4453095.0	11.46
TCGA-AB-2898.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.37d.Dupl_flagstats	132954816.0	1660814.0	29098092.0	19971816.0	7681662.0	54613569.0	9985908.0	54613569.0	0.0	23434918.0	92.9	2381840.0	0.0	2.18	57.34	96.12	0.0	7767674.0	13438300.0	138325230.0	7767674.0	161760148.0	0.0	38.89	0.0	101474884.0	9985908.0	0.0	101474884.0	109227138.0	2207524.0	3463102.0	11.05
TCGA-AB-2899.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.9e2.Dupl_flagstats	140828198.0	1374867.0	31321631.0	14380232.0	8523528.0	59986479.0	7190116.0	59986479.0	0.0	17136851.0	88.3	3570345.0	0.0	2.98	62.21	93.08	0.0	6086172.0	10660902.0	151294589.0	6086172.0	168431440.0	0.0	42.32	0.0	105936222.0	7190116.0	0.0	105936222.0	119972958.0	1818111.0	2756619.0	12.64
TCGA-AB-2900.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.487.1.Dupl_flagstats	122472184.0	2629922.0	26367497.0	24964680.0	10665184.0	52360659.0	12482340.0	52360659.0	0.0	28683178.0	88.62	3301251.0	0.0	3.15	51.54	93.43	0.0	8373430.0	14783040.0	131088815.0	8373430.0	159771993.0	0.0	33.54	0.0	92803436.0	12482340.0	0.0	92803436.0	104721318.0	2691112.0	3718498.0	10.78
TCGA-AB-2901.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.36a.Dupl_flagstats	135082317.0	2198620.0	24905737.0	23549164.0	9132831.0	57645879.0	11774582.0	57645879.0	0.0	26989210.0	93.28	2628338.0	0.0	2.28	56.7	96.35	0.0	9117798.0	15301620.0	140197495.0	9117798.0	167186705.0	0.0	38.72	0.0	107548242.0	11774582.0	0.0	107548242.0	115291758.0	2743776.0	3440046.0	11.65
TCGA-AB-2908.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.a72.Dupl_flagstats	148813623.0	4341205.0	29227650.0	22798082.0	30697033.0	61845566.0	11399041.0	61845566.0	0.0	25931202.0	94.25	3003627.0	0.0	2.43	53.93	97.32	0.0	8543864.0	13985834.0	152918782.0	8543864.0	178849984.0	0.0	37.48	0.0	116582346.0	11399041.0	0.0	116582346.0	123691132.0	2308850.0	3133120.0	10.13
TCGA-AB-2910.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.f32.Dupl_flagstats	141350225.0	2869556.0	22261926.0	18399198.0	18009991.0	61094295.0	9199599.0	61094295.0	0.0	20706063.0	95.83	1993815.0	0.0	1.63	58.18	97.85	0.0	7801146.0	12045854.0	144450516.0	7801146.0	165156579.0	0.0	42.4	0.0	117094484.0	9199599.0	0.0	117094484.0	122188590.0	1937843.0	2306865.0	10.53
TCGA-AB-2911.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.923.Dupl_flagstats	152872753.0	11564801.0	32176141.0	37144538.0	56485443.0	65929466.0	18572269.0	65929466.0	0.0	42661926.0	88.58	3890464.0	0.0	2.95	53.56	93.2	0.0	13039770.0	22848067.0	164035073.0	13039770.0	206696999.0	0.0	35.11	0.0	116806148.0	18572269.0	0.0	116806148.0	131858932.0	4290909.0	5517388.0	11.55
TCGA-AB-2912.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.ea0.Dupl_flagstats	153258505.0	12718347.0	33794537.0	52638894.0	39210897.0	67190306.0	26319447.0	67190306.0	0.0	61510055.0	86.33	3454720.0	0.0	2.57	53.26	91.13	0.0	18162636.0	32763297.0	168175149.0	18162636.0	229685204.0	0.0	34.5	0.0	116009248.0	26319447.0	0.0	116009248.0	134380612.0	5729500.0	8871161.0	10.88
TCGA-AB-2913.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.fa9.1.Dupl_flagstats	145445638.0	6058069.0	31885627.0	30984704.0	30143926.0	60933768.0	15492352.0	60933768.0	0.0	36196319.0	90.55	3207685.0	0.0	2.63	54.68	94.6	0.0	11080682.0	19791960.0	153753163.0	11080682.0	189949482.0	0.0	35.76	0.0	110352326.0	15492352.0	0.0	110352326.0	121867536.0	3499663.0	5211615.0	11.29
TCGA-AB-2914.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.e58.Dupl_flagstats	155127853.0	10379527.0	33903157.0	36332848.0	41532264.0	65250215.0	18166424.0	65250215.0	0.0	43127754.0	90.45	3185756.0	0.0	2.44	60.51	94.36	0.0	14630182.0	26095761.0	164403587.0	14630182.0	207531341.0	0.0	40.27	0.0	118038940.0	18166424.0	0.0	118038940.0	130500430.0	4670673.0	6794906.0	12.86
TCGA-AB-2915.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.e4e.1.Dupl_flagstats	135076063.0	2151915.0	21127723.0	16877670.0	13548074.0	58635610.0	8438835.0	58635610.0	0.0	18946479.0	95.35	2126768.0	0.0	1.81	56.69	97.6	0.0	6881620.0	10740959.0	138398943.0	6881620.0	157345422.0	0.0	40.77	0.0	111821572.0	8438835.0	0.0	111821572.0	117271220.0	1790530.0	2068809.0	10.61
TCGA-AB-2916.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.0e1.Dupl_flagstats	141478793.0	9558844.0	27582052.0	42556608.0	28705685.0	63175154.0	21278304.0	63175154.0	0.0	50385310.0	87.66	3131935.0	0.0	2.48	58.93	91.91	0.0	16485074.0	29691049.0	153932360.0	16485074.0	204317670.0	0.0	38.74	0.0	110764806.0	21278304.0	0.0	110764806.0	126350308.0	5377273.0	7828702.0	12.64
TCGA-AB-2917.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.3c1.Dupl_flagstats	142485910.0	13852583.0	27014892.0	70597568.0	26686429.0	60464366.0	35298784.0	60464366.0	0.0	79262540.0	93.15	2820344.0	0.0	2.33	53.04	96.31	0.0	25474032.0	42039947.0	147943624.0	25474032.0	227206164.0	0.0	36.08	0.0	112650674.0	35298784.0	0.0	112650674.0	120928732.0	7900943.0	8664972.0	11.19
TCGA-AB-2918.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.3bd.Dupl_flagstats	146352200.0	2503765.0	23983576.0	16186682.0	17698374.0	63629571.0	8093341.0	63629571.0	0.0	18567895.0	94.55	2043342.0	0.0	1.61	63.22	96.77	0.0	7443782.0	11738847.0	151242718.0	7443782.0	169810613.0	0.0	45.99	0.0	120325282.0	8093341.0	0.0	120325282.0	127259142.0	1913852.0	2381213.0	11.82
TCGA-AB-2919.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.027.Dupl_flagstats	141893706.0	2249082.0	22416063.0	17827264.0	11675928.0	61176646.0	8913632.0	61176646.0	0.0	20360293.0	96.2	1772855.0	0.0	1.45	64.7	98.01	0.0	8612748.0	13173845.0	144769355.0	8612748.0	165129648.0	0.0	48.31	0.0	117704788.0	8913632.0	0.0	117704788.0	122353292.0	2028068.0	2533029.0	11.38
TCGA-AB-2920.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.090.1.Dupl_flagstats	187672126.0	4100773.0	49625149.0	23286128.0	34225054.0	74948039.0	11643064.0	74948039.0	0.0	27405124.0	90.4	2534163.0	0.0	1.69	53.64	94.06	0.0	8526546.0	14701332.0	199521227.0	8526546.0	226926351.0	0.0	36.62	0.0	135512814.0	11643064.0	0.0	135512814.0	149896078.0	2055790.0	4118996.0	8.83
TCGA-AB-2921.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.53e.1.Dupl_flagstats	156297992.0	4028386.0	24610852.0	22989498.0	20893422.0	67527479.0	11494749.0	67527479.0	0.0	26225807.0	96.1	1898368.0	0.0	1.41	63.12	97.89	0.0	10658928.0	16553262.0	159665810.0	10658928.0	185891617.0	0.0	46.36	0.0	129788772.0	11494749.0	0.0	129788772.0	135054958.0	2658025.0	3236309.0	11.56
TCGA-AB-2924.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.fcb.Dupl_flagstats	146473925.0	2816712.0	22797521.0	19593486.0	15278606.0	63259485.0	9796743.0	63259485.0	0.0	22209009.0	96.21	1955346.0	0.0	1.55	62.69	98.1	0.0	9027786.0	13923866.0	149316491.0	9027786.0	171525500.0	0.0	46.08	0.0	121721058.0	9796743.0	0.0	121721058.0	126518970.0	2280557.0	2615523.0	11.64
TCGA-AB-2925.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.15f.Dupl_flagstats	146556386.0	2672039.0	31944779.0	17200760.0	18613475.0	61525516.0	8600380.0	61525516.0	0.0	20204911.0	91.23	2352601.0	0.0	1.91	61.11	94.56	0.0	7409632.0	12346783.0	154995811.0	7409632.0	175200722.0	0.0	43.08	0.0	112259006.0	8600380.0	0.0	112259006.0	123051032.0	1933000.0	3004151.0	11.24
TCGA-AB-2927.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.a0a.Dupl_flagstats	147952905.0	2823256.0	23749947.0	20199010.0	17588519.0	64477990.0	10099505.0	64477990.0	0.0	22784489.0	94.27	2636146.0	0.0	2.04	58.07	96.89	0.0	8388740.0	13230554.0	152705927.0	8388740.0	175490416.0	0.0	41.53	0.0	121566812.0	10099505.0	0.0	121566812.0	128955980.0	2256335.0	2585479.0	11.17
TCGA-AB-2928.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.55f.Dupl_flagstats	140598722.0	1820118.0	19613205.0	16723814.0	9095132.0	61755525.0	8361907.0	61755525.0	0.0	18830902.0	96.57	1715807.0	0.0	1.39	63.0	98.24	0.0	7886574.0	11863737.0	143124255.0	7886574.0	161955157.0	0.0	47.16	0.0	119269710.0	8361907.0	0.0	119269710.0	123511050.0	1870075.0	2107088.0	11.18
TCGA-AB-2929.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.a1a.Dupl_flagstats	149693602.0	2304613.0	26422392.0	22270874.0	11218780.0	63792728.0	11135437.0	63792728.0	0.0	25465496.0	94.68	2472986.0	0.0	1.94	55.84	97.2	0.0	8705380.0	14221001.0	154007848.0	8705380.0	179473344.0	0.0	39.09	0.0	120798224.0	11135437.0	0.0	120798224.0	127585456.0	2320999.0	3194622.0	10.42
TCGA-AB-2930.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.ab1.2.Dupl_flagstats	151455843.0	3084166.0	23630202.0	20974970.0	15611826.0	65173314.0	10487485.0	65173314.0	0.0	23920518.0	96.68	1808905.0	0.0	1.39	63.53	98.36	0.0	9795536.0	15196911.0	153976830.0	9795536.0	177897348.0	0.0	46.7	0.0	126016736.0	10487485.0	0.0	126016736.0	130346628.0	2455827.0	2945548.0	11.71
TCGA-AB-2932.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.7b7.Dupl_flagstats	141186166.0	2692518.0	21250552.0	18333378.0	16424124.0	61603768.0	9166689.0	61603768.0	0.0	20547818.0	95.61	2142128.0	0.0	1.74	57.44	97.74	0.0	7658614.0	11801831.0	144458088.0	7658614.0	165005906.0	0.0	41.77	0.0	117793486.0	9166689.0	0.0	117793486.0	123207536.0	1928777.0	2214440.0	10.52
TCGA-AB-2933.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.01f.Dupl_flagstats	158631314.0	10234413.0	34260201.0	36452290.0	42180039.0	66553020.0	18226145.0	66553020.0	0.0	42711381.0	91.0	3245795.0	0.0	2.44	59.15	94.78	0.0	14205176.0	25264614.0	167366241.0	14205176.0	210077622.0	0.0	38.97	0.0	121125318.0	18226145.0	0.0	121125318.0	133106040.0	4800347.0	6259091.0	13.17
TCGA-AB-2934.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.7ab.Dupl_flagstats	135723667.0	3280976.0	25501653.0	18665624.0	25474160.0	57359872.0	9332812.0	57359872.0	0.0	21106985.0	94.06	2319204.0	0.0	2.02	51.15	96.79	0.0	6595394.0	10797271.0	140221397.0	6595394.0	161328382.0	0.0	35.33	0.0	107902810.0	9332812.0	0.0	107902810.0	114719744.0	1760516.0	2441361.0	9.43
TCGA-AB-2935.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.e92.Dupl_flagstats	149094442.0	2563552.0	35137404.0	18320362.0	17612858.0	59563105.0	9160181.0	59563105.0	0.0	21492613.0	93.5	2576960.0	0.0	2.16	58.58	96.65	0.0	7531624.0	12590883.0	154263614.0	7531624.0	175756227.0	0.0	41.11	0.0	111380078.0	9160181.0	0.0	111380078.0	119126210.0	1887008.0	3172251.0	10.3
TCGA-AB-2936.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.7ad.1.Dupl_flagstats	146427241.0	2686129.0	22897522.0	17696494.0	16113496.0	63071456.0	8848247.0	63071456.0	0.0	20061527.0	96.49	1813677.0	0.0	1.44	63.42	98.25	0.0	8378872.0	12723987.0	149040434.0	8378872.0	169101961.0	0.0	47.35	0.0	121716042.0	8848247.0	0.0	121716042.0	126142912.0	1980082.0	2365033.0	11.19
TCGA-AB-2937.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.c46.Dupl_flagstats	154013531.0	9654800.0	41490716.0	31236780.0	51349007.0	65382280.0	15618390.0	65382280.0	0.0	39160624.0	83.5	3337363.0	0.0	2.55	59.49	89.41	0.0	11870294.0	23298322.0	172255276.0	11870294.0	211415900.0	0.0	38.0	0.0	109185452.0	15618390.0	0.0	109185452.0	130764560.0	3504184.0	7923844.0	11.22
TCGA-AB-2938.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.f38.Dupl_flagstats	151336758.0	3700050.0	29927890.0	28218896.0	14981230.0	63007552.0	14109448.0	63007552.0	0.0	32700632.0	94.5	2320752.0	0.0	1.84	60.14	97.05	0.0	11913852.0	19666077.0	155942994.0	11913852.0	188643626.0	0.0	42.22	0.0	119088116.0	14109448.0	0.0	119088116.0	126015104.0	3270489.0	4481736.0	11.59
TCGA-AB-2939.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.bfe.Dupl_flagstats	145413208.0	2051520.0	26440722.0	16939870.0	13107547.0	61067289.0	8469935.0	61067289.0	0.0	19378377.0	95.81	1959206.0	0.0	1.6	57.77	97.87	0.0	7013642.0	11195398.0	148575300.0	7013642.0	167953677.0	0.0	41.4	0.0	117013280.0	8469935.0	0.0	117013280.0	122134578.0	1743249.0	2438507.0	10.29
TCGA-AB-2940.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.ade.Dupl_flagstats	144161990.0	2065763.0	29390501.0	16288682.0	14375651.0	65406934.0	8144341.0	65406934.0	0.0	19275268.0	84.5	4228581.0	0.0	3.23	61.78	89.99	0.0	6845672.0	11907375.0	160204369.0	6845672.0	179479637.0	0.0	42.03	0.0	110542908.0	8144341.0	0.0	110542908.0	130813868.0	2075117.0	2986586.0	12.74
TCGA-AB-2941.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.f24.Dupl_flagstats	151865693.0	4328377.0	21458914.0	33694520.0	16462203.0	67788537.0	16847260.0	67788537.0	0.0	37608446.0	94.22	2659609.0	0.0	1.96	56.02	96.71	0.0	13424466.0	21067754.0	157035988.0	13424466.0	194644434.0	0.0	39.84	0.0	127747170.0	16847260.0	0.0	127747170.0	135577074.0	3729362.0	3913926.0	11.07
TCGA-AB-2942.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.286.1.Dupl_flagstats	149078541.0	7894779.0	35289953.0	20876736.0	57767570.0	62442047.0	10438368.0	62442047.0	0.0	24875583.0	87.96	3941934.0	0.0	3.16	61.44	93.07	0.0	8422650.0	15283608.0	160174047.0	8422650.0	185049630.0	0.0	40.34	0.0	109846654.0	10438368.0	0.0	109846654.0	124884094.0	2862111.0	3998847.0	13.71
TCGA-AB-2943.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.c12.Dupl_flagstats	158183602.0	5130399.0	33714074.0	23216834.0	30291307.0	64379773.0	11608417.0	64379773.0	0.0	27335344.0	94.91	2264356.0	0.0	1.76	62.65	97.36	0.0	10263286.0	17125008.0	162473620.0	10263286.0	189808964.0	0.0	44.21	0.0	122205172.0	11608417.0	0.0	122205172.0	128759546.0	2743212.0	4118510.0	11.82
TCGA-AB-2944.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.eca.1.Dupl_flagstats	145230941.0	1970629.0	28424687.0	19219144.0	12993865.0	60692885.0	9609572.0	60692885.0	0.0	21923882.0	94.61	1968322.0	0.0	1.62	50.43	96.94	0.0	6630324.0	11055486.0	149810457.0	6630324.0	171734339.0	0.0	34.5	0.0	114837932.0	9609572.0	0.0	114837932.0	121385770.0	1720424.0	2704738.0	8.95
TCGA-AB-2946.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.6af.Dupl_flagstats	149795435.0	2708660.0	31089517.0	19703534.0	20465019.0	61233207.0	9851767.0	61233207.0	0.0	22592048.0	95.28	2014546.0	0.0	1.64	50.44	97.55	0.0	6765280.0	11395973.0	153555931.0	6765280.0	176147979.0	0.0	34.34	0.0	116691372.0	9851767.0	0.0	116691372.0	122466414.0	1742179.0	2888514.0	8.84
TCGA-AB-2948.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.88b.Dupl_flagstats	152736485.0	4012178.0	22015489.0	28046260.0	18643505.0	67292903.0	14023130.0	67292903.0	0.0	31313124.0	95.23	2557374.0	0.0	1.9	55.83	97.53	0.0	11193608.0	17480631.0	156601295.0	11193608.0	187914419.0	0.0	39.91	0.0	128163622.0	14023130.0	0.0	128163622.0	134585806.0	3020159.0	3266864.0	10.77
TCGA-AB-2949.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.64f.1.Dupl_flagstats	152367986.0	5290539.0	28321782.0	40491838.0	17751645.0	64510732.0	20245919.0	64510732.0	0.0	45657154.0	94.18	2527912.0	0.0	1.96	52.08	96.84	0.0	14631678.0	23779236.0	157343246.0	14631678.0	203000400.0	0.0	36.13	0.0	121518292.0	20245919.0	0.0	121518292.0	129021464.0	3982242.0	5165316.0	9.83
TCGA-AB-2950.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.f55.Dupl_flagstats	151844756.0	2822071.0	31699689.0	21212824.0	15581789.0	63924774.0	10606412.0	63924774.0	0.0	24852824.0	91.57	3073921.0	0.0	2.4	62.92	95.17	0.0	9430374.0	15638214.0	159549237.0	9430374.0	184402061.0	0.0	44.46	0.0	117071146.0	10606412.0	0.0	117071146.0	127849548.0	2567840.0	3640000.0	12.11
TCGA-AB-2952.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.65c.2.Dupl_flagstats	149700087.0	3469925.0	45214712.0	13317938.0	33907220.0	55514347.0	6658969.0	55514347.0	0.0	16637411.0	92.41	1887801.0	0.0	1.7	63.94	95.81	0.0	6079640.0	10637560.0	156243406.0	6079640.0	172880817.0	0.0	45.65	0.0	102597574.0	6658969.0	0.0	102597574.0	111028694.0	1238447.0	3319473.0	9.3
TCGA-AB-2955.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.478.Dupl_flagstats	153432223.0	8294002.0	33146220.0	45742510.0	24178516.0	63843724.0	22871255.0	63843724.0	0.0	53167153.0	92.02	2794177.0	0.0	2.19	58.32	95.4	0.0	17786786.0	31005547.0	160833668.0	17786786.0	214000821.0	0.0	38.88	0.0	117491826.0	22871255.0	0.0	117491826.0	127687448.0	5794118.0	7424643.0	12.67
TCGA-AB-2956.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.1e0.Dupl_flagstats	132559050.0	2411215.0	21592206.0	23130066.0	12189747.0	56971145.0	11565033.0	56971145.0	0.0	25716375.0	95.63	2007698.0	0.0	1.76	48.75	97.8	0.0	7806666.0	12536902.0	135534496.0	7806666.0	161250871.0	0.0	33.75	0.0	108959146.0	11565033.0	0.0	108959146.0	113942290.0	2143927.0	2586309.0	9.27
TCGA-AB-2959.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.855.1.Dupl_flagstats	157897846.0	13138474.0	30331191.0	49411026.0	42608285.0	68412447.0	24705513.0	68412447.0	0.0	56231227.0	90.96	3106261.0	0.0	2.27	54.74	94.46	0.0	18458924.0	30781182.0	167156085.0	18458924.0	223387312.0	0.0	37.36	0.0	124460394.0	24705513.0	0.0	124460394.0	136824894.0	5502057.0	6820201.0	11.14
TCGA-AB-2963.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.772.Dupl_flagstats	159756977.0	13389179.0	35869264.0	46091584.0	42457031.0	66748337.0	23045792.0	66748337.0	0.0	54526993.0	90.56	2987501.0	0.0	2.24	60.77	94.33	0.0	19078612.0	33134309.0	169365938.0	19078612.0	223892931.0	0.0	41.39	0.0	120900212.0	23045792.0	0.0	120900212.0	133496674.0	5620288.0	8435409.0	12.19
TCGA-AB-2965.PrimaryBloodDerivedCancer-PeripheralBlood.RNA.58b.Dupl_flagstats	143451905.0	20153138.0	27108381.0	68984250.0	46045376.0	62311370.0	34492125.0	62311370.0	0.0	77610219.0	90.1	4060400.0	0.0	3.26	53.35	94.54	0.0	24602052.0	41404804.0	151731121.0	24602052.0	229341340.0	0.0	35.66	0.0	112283124.0	34492125.0	0.0	112283124.0	124622740.0	8176783.0	8625969.0	11.85
